Datetime,PowerOut,ArrayPower,Service,DelvrEff,BatSoc,BatDrain,BatPwr,Warn,Month,DayofMonth,DayofYear,AC_Load,DC_Load,Total_Load
2021-08-17 09:00:00-06:00,3.877551020408163,74.63374590171135,1.0,0.05195439373383041,100.0,58.64036648271865,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 10:00:00-06:00,3.877551020408163,102.46165954043721,1.0,0.03784392169519624,100.0,81.8302945149902,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 11:00:00-06:00,3.877551020408163,121.57915111475745,1.0,0.03189322334343475,100.0,97.7615374935904,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 12:00:00-06:00,3.877551020408163,131.23860334350667,1.0,0.029545811381876563,100.0,105.81108101754808,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 13:00:00-06:00,3.877551020408163,131.30822701886916,1.0,0.02953014528062247,100.0,105.86910074701683,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 14:00:00-06:00,3.877551020408163,121.786121143739,1.0,0.031839022246481226,100.0,97.9340125177417,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 15:00:00-06:00,3.877551020408163,102.79667149225013,1.0,0.037720589238149534,100.0,82.10947114150098,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 16:00:00-06:00,3.877551020408163,75.06801072892058,1.0,0.051653840067914625,100.0,59.00225383872635,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 17:00:00-06:00,3.877551020408163,41.229194062652375,1.0,0.09404867372657807,100.0,30.803239950169495,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 18:00:00-06:00,3.877551020408163,9.740396339417401,1.0,0.39808965521418294,100.0,4.562575180807018,1320.0,,8,17,229,0.0,3.5,3.5
2021-08-17 19:00:00-06:00,3.877551020408163,0.009431288184930898,1.0,1.0,99.67758523982849,-4.2558748342640484,1314.9735657577432,,8,17,229,0.0,3.5,3.5
2021-08-17 20:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,99.35426663809722,-4.26530612244898,1309.9355476403534,,8,17,229,0.0,3.5,3.5
2021-08-17 21:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,99.03075731540856,-4.26530612244898,1304.8970785523518,,8,17,229,0.0,3.5,3.5
